student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
70677,-0.59153557,-0.478742,0.6740358,0.069974884,-0.09482469,0.48085433,0.30989337,-1.0156244,0.5197916,0.006871406,-0.03668473,0.34692696,0.39572728,0.53771245,0.33343118,-0.15973334,0.26458284,0.35950673,-0.09943887,0.17929637,-0.2697439,-0.19092412,0.13533202,-0.31762534,-0.37372172,0.40095773,0.32420486,0.41598272,-0.109488726,-0.14531434,-0.075855404,-0.4287036,0.4481315,0.3694362,0.67632383,0.3474893,-0.65635246,0.16919476,-0.035197064,0.18130314,0.5600729,0.2140832,0.3867162,-0.051854074,0.45993888,0.17427255,-0.8660623,0.5596058,1.1045752,-0.32052326,-0.20940366,-0.27448982,0.29746965,0.5770152,0.58206403,0.4077918,1.0970184,-0.51443523,0.82501376,-0.39451152,-0.76840556,-0.14865233,0.031699166,-0.5441517
70679,-0.09383458,-0.1397135,0.9955502,-0.019095242,0.23758002,-0.027614668,0.27856478,-0.4554561,0.42758495,0.25726673,0.18419424,0.33877575,0.25655493,0.76203084,0.6445991,-0.06140262,-0.17980486,0.06746002,-0.4036243,0.50258875,-0.3872518,0.077462934,-0.17117304,-0.011716332,-0.50734794,0.17353861,0.5973184,0.2783957,0.24449238,-0.24273176,0.14896098,0.02157253,0.2907464,0.29432482,0.43657634,0.3413581,0.025084183,0.19848883,-0.03392891,0.12808725,0.53373677,0.27714044,0.6225834,-0.049686164,0.28782725,0.14589033,-1.0540605,0.12706509,0.72156775,-0.32632416,0.007065892,0.056683123,0.53296965,0.4525511,0.33359975,0.2992625,1.0565945,-0.6122091,0.6157215,-0.4230031,-0.2563732,-0.32985243,-0.12795472,-0.4085824
70682,-0.21224083,-0.3012603,0.58132625,0.039401934,0.2308402,-0.051122762,0.18756446,-0.3969598,0.7254275,-0.18005745,-0.19912432,-0.13648064,0.68793446,0.48311073,-0.030119225,0.18279941,0.046695292,-0.17954227,-0.49540782,0.08805959,-0.34515208,0.14987676,-0.6056808,-0.026788924,-0.2495655,0.50320494,0.5578027,0.11045023,0.2971018,-0.11426438,0.026834704,-0.2666951,0.5414635,0.038213097,0.9484978,0.4008804,-0.5751753,-0.0089802,-0.38610262,0.11563498,0.1790768,0.3658232,0.3310512,-0.09901343,0.3518242,0.13763891,-1.12283,-0.093732476,0.66051006,-0.26014835,-0.0812237,0.20245898,0.26140916,0.43527755,0.39524823,0.5293895,0.53862756,-0.5062245,0.9673102,-0.4953803,-0.33352938,0.11907913,0.12935504,-0.07246418
70684,-0.51618487,-0.58847255,1.0538402,0.07777463,0.11598098,0.31864858,0.18826586,-0.88066876,0.40159664,0.32086152,0.12265226,0.09742725,0.4607924,0.6788107,0.7308935,-0.06346148,0.23000102,0.15197854,-0.12515956,0.010711491,-0.15388235,0.0016592965,0.07349311,0.10489862,-0.76512885,0.12669566,0.45476452,-0.12486382,-0.11802793,-0.058966763,0.018042497,-0.25412223,0.29404128,0.46326286,0.92175573,0.09647424,-0.39574665,0.5420696,-0.5862011,0.041403778,0.07297522,0.5887761,0.037089467,-0.23732543,0.24002333,-0.055547893,-0.9787307,0.15512854,0.46626413,-0.62945366,-0.087843895,-0.11464536,0.40852427,0.34454185,0.38432297,0.6922926,0.88984525,-0.80996376,0.7807511,-0.572726,-0.3573764,-0.32119352,-0.018899713,-0.086189635
70687,-0.18666281,-0.53367656,0.57448876,0.22237384,-0.06545377,0.1584415,0.1781091,-0.5736282,0.247352,0.032375537,0.0766303,0.20246337,0.5654901,0.6700226,0.3620524,-0.01611492,-0.10576329,0.16308783,-0.4399015,-0.023013651,-0.08546086,0.009101637,0.19617605,-0.12375206,-0.45325172,0.11595118,0.66702664,0.012513533,-0.13037238,-0.071325436,0.07821666,-0.12151945,-0.07113114,0.12891401,0.75309986,0.04174374,-0.26402462,0.321929,-0.30910915,-0.14503273,0.5484487,0.39180788,0.25733235,-0.3567221,0.15687111,0.30840427,-0.718308,0.38555896,0.9258459,-0.34991843,-0.15158698,0.09491171,0.3291449,0.2135601,0.22907275,0.56076175,0.91003615,-0.91380036,0.56997705,-0.3958649,-0.16651398,-0.37161666,0.03188836,-0.09779382
70688,-0.32344753,-0.44647735,0.8817798,0.0015716255,0.13069539,0.17003141,-0.07683969,-0.4302977,0.32072908,0.08592192,0.15710059,0.005953476,0.55290544,0.37971205,0.4190558,-0.15711951,0.20577072,0.023858894,-0.36769956,0.13644066,-0.23756061,-0.24553981,0.011526495,-0.0039849617,-0.270334,0.11380968,0.32861972,-0.025939852,0.11281558,-0.0062627643,0.14365542,-0.11023334,0.29291373,0.31072408,0.5351273,0.40127358,-0.11573788,0.65285075,-0.31507364,0.25431168,0.26034844,0.41848642,0.375209,-0.110980496,0.278341,0.15586048,-0.8021103,0.4093756,0.9522612,-0.25259003,-0.060709685,-0.13162972,0.38716787,0.5135307,0.16871236,0.43512955,1.0297693,-0.82317793,0.8653717,-0.08493793,-0.3156392,-0.2420417,0.08182718,-0.074255034
70692,-0.19727515,0.24602753,0.92413163,-0.20259203,-0.35043555,-0.27959126,0.05031033,-0.7128372,0.024856985,0.019602105,-0.0050102435,0.3611087,0.18243574,0.3610356,0.3949318,0.108339936,-0.034403235,-0.10511869,-0.32610708,0.60586256,-0.27951637,-0.10942172,-0.1544449,0.08683066,0.24081737,-0.1617207,0.19057156,-0.21947233,-0.011914253,-0.35901225,-0.06638369,-0.23591971,0.5374603,0.20641313,1.362098,0.35366005,-0.25108522,-0.2233524,0.02635318,-0.24002743,0.6188402,0.97894883,0.2967317,-0.09774618,0.28184193,0.11195454,-0.83245295,0.5642306,1.0265527,-0.44142827,-0.17822072,0.14430133,0.42619118,0.048539735,0.42435902,0.32085294,1.1277966,-0.8284831,0.84160006,-0.59454316,-0.31433833,-0.020726934,0.18929401,-0.12403876
70693,0.06965539,-0.35947853,0.56588244,-0.17626116,0.0024849474,0.21086392,0.39423913,0.05911155,0.6162108,0.10095972,-0.33494246,0.06436901,0.540766,0.3769759,0.42409354,0.4166601,0.11030371,-0.13787705,-0.06043452,-0.01007095,-0.7365431,-0.11964094,-0.26901633,-0.08416633,-0.8216913,0.3239634,0.32561842,0.3569183,0.22077002,-0.23080294,-0.2485835,-0.43494922,0.23171216,0.3316884,0.74410796,-0.08961131,-0.5421102,-0.06936996,-0.5972173,-0.13234699,0.57644594,0.480421,0.10058591,0.02199331,0.16279927,-0.07241586,-0.87270504,0.28690448,0.7814576,-0.86760414,0.29018754,0.13493136,0.2646099,0.1111189,0.6127811,0.6235678,0.7557627,-0.7212984,0.5556009,-0.37551045,0.12827055,0.13959469,-0.08601867,-0.4377146
70695,-0.24020775,-0.37996924,0.9933226,0.060641363,0.44361943,0.4908682,0.21956435,-0.04581207,0.8285528,-0.39698875,-0.045504004,0.13466665,0.552059,0.4905809,0.21269618,0.15167594,0.54906034,0.3175081,-0.5236044,0.1442061,-0.7421317,-0.15600652,-0.0878419,0.1270275,-0.4533596,0.5628276,0.38352296,0.0067144036,0.07342729,-0.3170266,0.3044992,-0.5787291,0.7043746,0.32033312,0.42989442,0.37394935,-0.6259254,-0.12203741,-0.641552,-0.14843003,0.30766225,0.5855324,0.37343782,0.12504926,-0.14340293,0.65714824,-0.9125143,0.123737946,1.3424292,-0.39688843,-0.15470323,-0.23461854,0.2481119,0.14864,0.3857875,0.3240414,0.8131814,-0.5945895,0.8901963,-0.08658093,-0.22788522,0.07160497,-0.48312557,-0.57317376
70699,-0.30717176,-0.105928525,1.2281711,0.12336905,0.19522017,0.33186302,-0.11690085,-0.68744653,0.3608458,-0.19114426,0.007405542,0.505826,0.31589594,0.6898898,0.15049249,0.06798558,0.027556151,0.31340018,-0.59275556,0.35831732,-0.45276797,-0.3591708,0.19755572,0.0528293,-0.5724433,0.16725214,0.0547937,-0.24580246,-0.00016988814,-0.04451903,-0.24532492,-0.45363945,0.537238,-0.08578254,0.68110275,0.49472278,-0.4164584,0.27081525,-0.62272656,0.07882154,0.05113122,0.39340892,0.4590414,-0.37844616,0.1832035,0.6645344,-1.2076193,0.49994618,0.86144584,-0.14895877,-0.08891719,-0.06046599,0.50098103,0.27438858,0.49383277,0.04922402,1.0604031,-0.76162326,0.22327879,-0.52238345,-0.39240876,0.33903491,-0.113386214,-0.0017350316
70701,-0.13304311,-0.64290595,0.5947566,0.092974186,0.17547026,0.25478593,0.49813238,-0.6611788,0.2870099,-0.08182132,0.10855372,0.04928091,0.63111806,1.0605733,0.16126475,0.23589739,0.120812416,-0.2583546,-0.8091109,-0.018213794,-0.14364173,-0.34632722,-0.06437887,0.015239548,-0.07414893,0.42691797,0.15316465,0.20777649,-0.028235935,0.28122085,0.27653602,-0.27307102,0.18543631,0.016220197,0.78577214,0.33699512,-0.33765197,0.26656893,-0.29590648,0.26274836,0.4738071,0.57361656,0.33129257,-0.17806414,0.108673155,0.2355507,-0.8228523,0.7248285,0.9841642,-0.23147413,-0.2737078,-0.16660392,0.1828057,0.110601194,0.53999764,-0.030020505,0.543225,-0.41111338,0.8599949,-0.18117267,-0.1545266,0.22820368,0.5008709,0.013304189
70702,-0.5862458,-0.22153725,0.35113943,0.3610174,0.04033953,0.7478378,0.28976816,-0.5108533,0.31573483,0.12658739,0.24084114,0.60866123,0.47291556,0.45109197,0.51777124,-0.30137575,0.55488795,0.13400033,-0.3059721,-0.30124867,-0.3751875,-0.087402835,0.20355037,-0.10302553,-0.3538741,0.49488065,0.63482785,-0.16709119,-0.1497967,-0.10224863,0.20627165,-0.41536373,0.68258584,0.58730626,0.9528988,0.26720193,-0.20358808,0.5481024,-0.45008624,0.4727191,0.17798892,0.37010637,0.2482935,-0.12726861,0.4838041,0.25694272,-0.96388596,0.31323677,1.2446944,-0.6514709,-0.2125757,-0.18340269,0.5723616,0.28883213,0.21318486,0.19773969,1.0045267,-1.1206777,0.7581093,-0.069420904,-0.35542864,-0.37241763,0.12421984,-0.0064815283
70704,-0.84009457,-0.2255548,0.9824852,0.0043882728,0.1478477,0.43302247,-0.06634912,-0.4403917,0.82855654,-0.095977575,-0.10547294,0.14456315,0.61533606,0.49421352,0.6448197,0.0015904829,0.13410386,0.11709435,-0.3763664,0.02047363,-0.4780925,-0.6027445,0.09558511,-0.009862788,-0.39272043,0.32244748,0.23674354,-0.019754112,-0.2321068,-0.10419403,-0.14170901,0.23899528,0.5355263,0.29913205,0.4653156,0.21125576,-0.8574183,0.40157402,-0.2596052,0.3213491,0.2916888,0.28340062,0.15552838,-0.08510941,-0.022390515,0.5387166,-0.532037,0.34812123,0.841312,-0.25928813,-0.11460209,-0.2045516,0.29448307,0.15586385,0.2643776,0.106017366,0.7842638,-0.6941874,0.81453794,-0.40672827,-0.3424127,-0.34305447,0.279897,-0.23339929
70706,0.00962913,-0.11165422,0.53529525,0.36663347,0.16812567,0.15018651,0.53279305,-0.48816645,0.15866107,0.021054447,-0.13517864,0.01900211,0.6147344,0.43170524,0.46185893,-0.027600221,0.41289562,0.08838804,-0.3114984,-0.008167408,-0.19989973,-0.408891,0.07993482,0.43138978,-0.12753305,0.6748398,0.5692419,-0.037368327,0.09144324,-0.23938408,-0.30751383,-0.11315346,0.6157592,0.15870938,0.6839602,0.57099223,-0.69855416,0.1360015,-0.48872226,0.26466024,0.59439313,1.0001547,0.3827418,-0.39240667,0.046354502,0.3983189,-0.60259914,0.18359378,1.4716237,-0.6107265,-0.38807225,0.29852718,0.2697304,0.5621765,0.2195493,0.5742949,0.6725706,-0.8889227,1.1067125,-0.18240371,-0.3065285,0.17307688,0.449476,0.078394815
70707,-0.18231407,-0.66949713,0.89850503,0.12227958,0.056608886,0.27013966,0.071061745,-0.3540534,0.4793903,-0.07716942,0.21617195,0.21333978,0.86809695,0.76119345,0.24597183,-0.20677336,0.16221048,-0.0341419,-0.3685604,0.0039234534,-0.75960696,-0.3754386,0.33665752,-0.11181316,-0.27544457,0.22972222,0.09741101,0.15374489,-0.15489416,-0.24396329,-0.12811115,-0.28713587,0.41835743,0.100453496,0.789721,0.32175148,-0.41860592,0.14990057,-0.3590665,0.17420942,0.7689581,0.2819439,0.57744175,0.046453834,0.4812671,0.35397047,-0.6983022,0.8614426,1.0571486,-0.6129928,0.3188872,0.20801002,0.49894732,0.9019324,0.087640405,-0.0522099,0.6414487,-1.0062859,1.0360368,-0.34403935,0.11534239,-0.11183348,0.3761326,-0.5250927
70708,-0.38390112,-0.6834192,0.86371946,0.16805454,-0.05270514,0.19355835,0.25679988,-0.5445065,0.51028514,0.23563151,0.26995978,0.15505871,0.6380594,1.0927875,0.3483931,0.34924427,0.23920943,-7.5921416e-05,0.19689256,0.044628125,-0.5341466,-0.50625414,0.36635876,-0.028063023,-0.17892763,0.07260123,0.25840306,-0.04832667,-0.23508602,0.009703197,-0.12571007,-0.16997287,0.2925344,0.4555771,0.7894851,-0.10627435,0.027565934,0.16416515,-0.3536648,0.37971693,0.7103415,0.5334136,0.15100211,0.09610724,0.086586475,0.10522434,-0.94210875,0.56261575,1.2582451,-0.5678864,0.2596598,0.12466475,0.37972268,0.1646511,0.21190912,0.19302426,1.0602587,-0.68231297,0.9932906,-0.32211554,-0.07811813,-0.3418132,-0.04276273,-0.49144578
70709,-0.12414925,-0.18339136,1.1796355,0.1893537,0.17585051,-0.15634713,-0.08707299,-0.31012002,0.66725767,-0.133319,0.34538502,0.038819447,0.373701,0.37789252,0.38674778,0.5223916,0.06561938,0.2855704,-0.46094704,0.06065716,-0.108720824,-0.1817815,-0.102133065,-0.1455821,-0.114424214,0.112305164,0.3717864,-0.19536982,0.18573003,0.014018334,0.2086965,-0.15685162,0.40290257,0.19132094,0.5151832,0.43324316,-0.22010078,0.05935426,-0.42665908,0.10453124,-0.096582144,0.022509247,0.37795353,0.24829079,-0.2955082,0.24593298,-0.88116074,0.4961698,0.58975273,-0.17425719,-0.012157939,0.0880778,0.52031535,0.3742464,0.5028963,0.16266507,0.7525406,-0.53619075,0.6274811,-0.42814377,-0.26284105,-0.6185757,0.06088508,-0.37388492
70727,-0.2947745,-0.6585696,0.7488121,0.3786177,0.33648717,0.22069319,0.15209368,-0.17893758,0.5450154,-0.40194905,-0.1469022,0.6250757,0.29282534,1.1700228,0.5742226,-0.0076717883,0.28549257,-0.010539636,0.021347195,-0.36886856,-0.53541756,-0.70667297,0.099626765,-0.23642085,0.2429754,0.31319487,0.17402628,0.07309437,0.20824724,0.059897754,-0.23699462,-0.31867746,0.90435153,0.4807537,1.0384934,0.5548344,-0.10142219,0.18654904,-0.76752174,0.63484204,0.42464942,0.39154643,0.37115416,-0.092195496,-0.08512479,0.26379848,-0.94860655,-0.0002066493,0.9468342,-0.44187182,-0.045523085,0.25552595,0.48895624,0.38571012,-0.37217152,0.44542742,1.2828503,-0.78983194,1.3076272,-0.13508326,-0.16873556,-0.003516972,-0.13972354,-0.5860673
70728,-0.2944306,-0.23796588,0.86772156,-0.15533794,-0.059938677,0.30258498,0.09376679,-0.44308686,0.2244384,-0.14200217,-0.15571125,0.28802186,0.37549686,0.40170926,-0.33520603,0.071527824,0.007950038,-0.21079655,-0.6652786,0.39677668,-0.2116684,0.019096889,-0.12559228,-0.16051346,-0.21874204,-0.2048081,0.0853578,0.11603451,-0.016113706,0.2038297,0.19111392,-0.19169399,0.17810908,0.18318519,0.845446,0.27232763,-0.21675068,0.32612133,-0.2426435,-0.3412647,0.32344946,0.22975835,0.024490893,-0.007943004,0.20035255,0.22900848,-0.9314822,0.42113245,0.9629881,-0.5557538,-0.12477195,-0.10450351,0.4134428,-0.12685326,0.47178537,0.7386937,1.0066717,-0.611143,0.5556236,-0.8196582,-0.19510728,-0.18196571,0.03627286,-0.291739
70729,-0.14842081,-0.5006803,0.8432876,0.13807108,0.15728793,-0.065778166,-0.00079699326,-0.10443446,0.7150779,-0.04081446,0.09624104,0.01065585,0.6127852,0.32956025,0.095435575,0.5459588,-0.035837114,0.092346326,-0.24069835,0.28963482,-0.5949112,-0.2068708,-0.16926041,0.00059024617,-0.103186816,0.012915418,0.06440389,0.069438756,0.14679289,0.0722101,-0.21077156,-0.32471442,0.37388572,0.091956496,0.8325704,0.43024176,-0.617769,-0.43826383,-0.4945742,0.05238661,0.22077225,0.52542,0.4069779,0.22790262,0.23374596,0.27272767,-0.6795625,0.2084598,1.0770079,-0.24158356,0.25177616,0.081965715,0.32273948,-0.07268312,0.42499536,0.62902534,0.6649714,-0.13991362,0.9065813,-0.4633846,-0.081948936,0.12913893,0.2567012,-0.3999462
70730,-0.5114633,-0.6456919,1.1759644,0.04393424,0.084796384,0.19950621,0.032452248,-0.8450873,0.6674073,0.039393768,-0.09379496,0.09250414,0.6929858,0.66895175,0.23716272,0.10953228,0.42469892,0.08170253,-0.23856993,0.13888645,-0.38403934,-0.8052949,0.009707421,0.10359986,-0.4747417,0.34715092,0.20623595,-0.2228049,-0.24311832,0.28293043,0.11254823,-0.20857882,0.35601282,0.36204714,0.5626358,0.40025273,-0.016992271,0.54073954,-0.5485546,0.30117375,0.38581413,0.5024928,0.21313262,-0.036200553,0.06852949,0.31461027,-0.64393926,0.5029878,0.9879747,-0.703714,-0.13109213,-0.015551418,0.36979228,0.63721424,0.37763605,0.4077266,0.9112797,-0.8203105,1.2507813,0.0046536326,-0.34310895,-0.07478264,0.15048179,-0.10182283
70731,-0.3124649,-0.025727808,0.6776867,0.10528116,0.22216544,0.20437667,-0.037503663,-0.23562503,0.42485037,0.22179532,0.21420844,0.53873444,0.23554069,0.06252766,0.14336944,0.1079809,0.32000262,-0.032023583,-0.5400703,0.12948427,-0.20522697,0.1719287,0.19630468,-0.119853735,-0.30275646,0.038021423,0.043729916,-0.25958908,0.06137128,0.08944711,-0.08308262,-0.46513766,0.38144422,0.3250534,0.6965771,0.28524482,-0.38674414,0.25424778,-0.37226212,-0.06967523,0.17630872,0.20592657,0.2247647,-0.0015597045,-0.04382035,0.27994275,-0.73235655,-0.018043786,0.8940865,-0.60110176,0.04679238,-0.14374146,0.16047546,-0.038959913,0.38616118,0.32882875,1.0148144,-0.5871706,0.8390906,-0.30142948,-0.045161426,-0.35189843,-0.062578276,-0.22276112
70732,-0.13589159,-0.6855476,0.4923647,-0.23296225,-0.19017099,-0.034357786,-0.051850624,-0.51735103,0.09072697,0.060705937,-0.2902126,0.09402393,0.5231989,0.87950563,0.28219354,0.12618324,0.115373254,0.09736152,-0.17360455,0.2000972,-0.30708227,-0.56936336,0.22438017,-0.08476752,-0.093545645,0.16079438,0.47771055,0.1957712,-0.043749303,0.13836575,-0.053679004,-0.53331107,0.75465566,0.13474345,0.6915076,0.47265404,-0.25411564,0.10935572,-0.31603268,0.1754534,0.75433314,0.24204051,0.57296276,-0.29316953,0.30364406,0.29515874,-1.309597,0.17601998,0.88648736,-0.5269393,0.07414404,-0.025585115,0.5120665,0.47666442,0.0059897155,0.42191094,0.9280139,-0.82046485,0.74691725,-0.3578828,-0.531351,0.26999813,0.35098726,-0.51202327
