"order_id","assignment_id","user_id","assistment_id","problem_id","original","correct","attempt_count","ms_first_response","tutor_mode","answer_type","sequence_id","student_class_id","position","type","base_sequence_id","skill_id","skill_name","teacher_id","school_id","hint_count","hint_total","overlap_time","template_id","answer_id","answer_text","first_action","bottom_hint","opportunity","opportunity_original"
"21785021","262791","79021","48421","87034","1","1","1","7718","tutor","algebra","6917","12351","32","MasterySection","6917","61","Division Fractions","42999","2770","0","5","7718","29863",,"20/14","0",,"7","7"
"21863635","262774","79021","39860","66858","1","0","1","107094","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","0","107157","29982",,"1494","0",,"1","1"
"21863713","262774","79021","39860","66859","0","0","4","41531","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","2","2","68360","29982",,"1445","0","1","2",
"21863877","262774","79021","39860","66860","0","0","14","57109","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","3","3","78875","29982",,"1445","0","1","3",
"21863991","262774","79021","32984","51183","1","1","1","27469","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","27469","29981",,"73","0",,"4","2"
"21864062","262774","79021","32982","51177","1","1","1","19157","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","19157","29981",,"83","0",,"5","3"
"21864096","262774","79021","39861","66861","1","0","1","42766","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","0","42844","29982",,"501","0",,"6","4"
"21864155","262774","79021","39861","66862","0","1","1","13844","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","2","13844","29982",,"510","0",,"7",
"21864171","262774","79021","39861","66863","0","0","2","10421","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","20796","29982",,"501","0",,"8",
"21864212","262774","79021","32970","51141","1","0","2","78594","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","135907","29981",,"277","0",,"9","5"
"21864357","262791","79021","8463","8463","1","1","1","28156","tutor","algebra","6917","12351","32","MasterySection","6917","61","Division Fractions","42999","2770","0","4","28156","8463",,"5","0",,"8","8"
"21864417","262780","79021","46447","84647","1","1","1","12625","tutor","algebra","6848","12351","34","MasterySection","6848","310","Order of Operations All","42999","2770","0","3","12625","29981",,"24","0",,"1","1"
"21864444","262762","79021","33281","51626","1","1","1","22094","tutor","algebra","5950","12351","35","MasterySection","5950","86","Exponents","42999","2770","0","4","22094","30453",,"81","0",,"1","1"
"21989650","262774","79021","39840","66798","1","0","1","12219","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","0","12344","29982",,"-1449","0",,"10","6"
"21989656","262774","79021","39840","66799","0","0","3","52219","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","2","2","71656","29982",,"-1831","0","1","11",
"21989670","262774","79021","39840","66800","0","1","1","31984","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","31984","29982",,"-1831","0",,"12",
"21989697","262774","79021","39853","66837","1","1","1","28656","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","0","28656","29982",,"-564","0",,"13","7"
"21989710","262774","79021","32975","51156","1","1","1","10750","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","10750","29981",,"40","0",,"14","8"
"21989732","262774","79021","32991","51204","1","1","1","5828","tutor","algebra","5946","12351","33","MasterySection","5946","309","Order of Operations +,-,/,* () positive reals","42999","2770","0","3","5828","29981",,"66","0",,"15","9"
"21989755","262786","79021","47363","85881","1","1","1","10406","tutor","algebra","6876","12351","36","MasterySection","6876","47","Conversion of Fraction Decimals Percents","42999","2770","0","3","10406","29870",,"2025-07-10","0",,"1","1"
"21989794","262793","79021","47386","85904","1","0","1","28984","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","3","3","51594","29868",,,"1","1","2","2"
"21989861","262793","79021","47473","86063","1","0","2","12157","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","3","3","23110","29868",,"0.6","0","1","3","3"
"21989907","262793","79021","47476","86066","1","0","1","39484","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","3","3","50703","29868",,,"1","1","4","4"
"21989998","262793","79021","47432","85962","1","0","4","11985","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","3","3","28250","29868",,"0.3","0","1","5","5"
"21990039","262793","79021","47433","85963","1","0","1","5672","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","3","3","13297","29868",,,"1","1","6","6"
"21990080","262793","79021","47378","85896","1","1","1","7000","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","0","3","7000","29868",,"0.5","0",,"7","7"
"21990090","262793","79021","47462","86047","1","1","1","431672","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","0","3","431672","29868",,"0.1","0",,"8","8"
"21990618","262759","79021","38043","61091","1","1","1","226843","tutor","algebra","6018","12351","38","MasterySection","6018","47","Conversion of Fraction Decimals Percents","42999","2770","0","5","226843","29866",,"100","0",,"9","9"
"22262630","262760","79021","34766","54461","1","0","3","20812","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","4","4","62875","30726",,"14","0","1","5","5"
"22262753","262760","79021","34750","54445","1","0","6","24469","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","4","4","219172","30726",,"0.1","0","1","6","6"
"22263020","262760","79021","34759","54454","1","0","3","9079","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","0","4","28704","30726",,"32","0",,"7","7"
"22263067","262760","79021","34767","54462","1","1","1","7812","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","0","4","7812","30726",,"20","0",,"8","8"
"22263079","262760","79021","34755","54450","1","0","1","64578","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","4","4","72000","30726",,,"1","1","9","9"
"22444036","262777","79021","40747","71388","1","1","1","15938","tutor","algebra","6058","12351","44","MasterySection","6058","79","Proportion","42999","2770","0","4","15938","30908",,"60","0",,"1","1"
"22444056","262776","79021","37128","58685","1","1","1","9640","tutor","choose_1","5979","12351","43","MasterySection","5979","79","Proportion","42999","2770","0","5","9640","34868","88413",,"0",,"2","2"
"22454253","262793","79021","47406","85936","1","1","1","52266","tutor","algebra","6891","12351","37","MasterySection","6891","47","Conversion of Fraction Decimals Percents","42999","2770","0","3","52266","29868",,"0.1","0",,"10","10"
"22455959","262760","79021","34751","54446","1","1","1","10906","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","0","4","10906","30726",,"10","0",,"10","10"
"22455999","262760","79021","34760","54455","1","1","1","6813","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","0","4","6813","30726",,"22","0",,"11","11"
"22456032","262760","79021","34754","54449","1","1","1","11156","tutor","algebra","5966","12351","41","MasterySection","5966","279","Multiplication and Division Integers","42999","2770","0","4","11156","30726",,"3","0",,"12","12"
"24539980","266677","79021","48923","87603","1","1","1","18047","tutor","algebra","6922","12351","77","MasterySection","6922","311","Equation Solving Two or Fewer Steps","42999","2770","0","3","18047","46277",,"3","0",,"1","1"
"24540016","266680","79021","49157","87837","1","1","1","20578","tutor","algebra","6925","12351","78","MasterySection","6925","311","Equation Solving Two or Fewer Steps","42999","2770","0","4","20578","46278",,"c=-35","0",,"2","2"
"25123052","266685","79021","35358","55134","1","1","1","26000","tutor","algebra","5972","12351","84","MasterySection","5972","368","Solving for a variable","42999","2770","0","4","26000","30845",,"25","0",,"1","1"
"25123074","266686","79021","35438","55214","1","0","1","168422","tutor","algebra","5973","12351","85","MasterySection","5973","368","Solving for a variable","42999","2770","4","4","207703","30849",,,"1","1","2","2"
"25123180","266686","79021","35538","55314","1","0","3","189578","tutor","algebra","5973","12351","85","MasterySection","5973","368","Solving for a variable","42999","2770","4","4","224531","30852",,,"1","1","3","3"
"25123226","266686","79021","35559","55335","1","0","2","15688","tutor","algebra","5973","12351","85","MasterySection","5973","368","Solving for a variable","42999","2770","4","4","26407","30852",,"0","0","1","4","4"
"25123268","266686","79021","35476","55252","1","0","2","25750","tutor","algebra","5973","12351","85","MasterySection","5973","368","Solving for a variable","42999","2770","4","4","379590","30850",,"-5","0","1","5","5"
"25316947","266687","79021","54375","94696","1","1","1","24563","tutor","choose_1","7149","12351","86","MasterySection","7149","311","Equation Solving Two or Fewer Steps","42999","2770","0","3","24563","54274","167259",,"0",,"3","3"
"25493091","266691","79021","51389","90613","1","0","2","242828","tutor","algebra","7023","12351","87","MasterySection","7023","92","Pattern Finding ","42999","2770","2","2","254235","47763",,"51","0","1","1","1"
"25493398","266691","79021","54597","94929","1","1","1","57032","tutor","choose_1","7023","12351","87","MasterySection","7023","92","Pattern Finding ","42999","2770","0","2","57032","54317","167671",,"0",,"2","2"
"25493534","266691","79021","54611","94943","1","1","1","47266","tutor","choose_1","7023","12351","87","MasterySection","7023","92","Pattern Finding ","42999","2770","0","2","47266","54317","167727",,"0",,"3","3"
"25493631","266691","79021","54604","94936","1","1","1","28922","tutor","choose_1","7023","12351","87","MasterySection","7023","92","Pattern Finding ","42999","2770","0","2","28922","54317","167699",,"0",,"4","4"
"25619751","266692","79021","32164","49337","1","0","1","433657","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","0","0","433750","30036",,"7340","0",,"1","1"
"25620667","266692","79021","32164","49338","0","0","1","797109","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","804421","30036",,,"1","1","2",
"25623933","266692","79021","32164","49339","0","0","2","42422","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","55250","30036",,"14680","0","1","3",
"25623939","266692","79021","32156","49313","1","0","0","474359","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","0","0","474359","30036",,,"2",,"4","2"
"25623941","266692","79021","32156","49314","0","0","1","1687","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","6687","30036",,,"1","1","5",
"25623943","266692","79021","32156","49315","0","0","1","2125","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","11141","30036",,,"1","1","6",
"25623947","266692","79021","32151","49298","1","0","0","212204","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","0","0","212204","30036",,,"2",,"7","3"
"25624242","266692","79021","32151","49299","0","0","1","1453","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","8328","30036",,,"1","1","8",
"25624264","266692","79021","32151","49300","0","0","1","1719","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","11485","30036",,,"1","1","9",
"25624287","266692","79021","32174","49367","1","0","0","4297","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","0","0","4297","30036",,,"2",,"10","4"
"25624292","266692","79021","32174","49368","0","0","1","1204","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","6485","30036",,,"1","1","11",
"25624635","266692","79021","32174","49369","0","0","1","1563","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","8672","30036",,,"1","1","12",
"25624637","266692","79021","32178","49379","1","0","0","211547","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","0","0","211547","30036",,,"2",,"13","5"
"25624642","266692","79021","32178","49380","0","0","1","1141","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","9578","30036",,,"1","1","14",
"25624649","266692","79021","32178","49381","0","0","1","1375","tutor","algebra","5925","12351","88","MasterySection","5925","74","Subtraction Whole Numbers","42999","2770","3","3","9359","30036",,,"1","1","15",
