"problem_id","initDifficulty","num","wrong_num","skill_id","skill_name"
"44718","0.2","5","1","280","Addition and Subtraction Fractions"
"46794","0.37037037037037035","54","20","11","Venn Diagram"
"46797","0.3548387096774194","31","11","11","Venn Diagram"
"46800","0.23809523809523808","63","15","11","Venn Diagram"
"46803","0.4186046511627907","43","18","11","Venn Diagram"
"46806","0.23076923076923078","39","9","11","Venn Diagram"
"46809","0.3953488372093023","43","17","11","Venn Diagram"
"46812","0.2631578947368421","38","10","11","Venn Diagram"
"46815","0.3333333333333333","36","12","11","Venn Diagram"
"46818","0.37777777777777777","45","17","11","Venn Diagram"
"46821","0.29310344827586204","58","17","11","Venn Diagram"
"46824","0.24324324324324326","37","9","11","Venn Diagram"
"46827","0.4117647058823529","51","21","11","Venn Diagram"
"46830","0.19148936170212766","47","9","11","Venn Diagram"
"46833","0.3333333333333333","54","18","11","Venn Diagram"
"46836","0.4107142857142857","56","23","11","Venn Diagram"
"46839","0.18867924528301888","53","10","11","Venn Diagram"
"46842","0.35185185185185186","54","19","11","Venn Diagram"
"46845","0.2708333333333333","48","13","11","Venn Diagram"
"46848","0.35714285714285715","42","15","11","Venn Diagram"
"46851","0.2807017543859649","57","16","11","Venn Diagram"
"46854","0.2982456140350877","57","17","11","Venn Diagram"
"46857","0.2978723404255319","47","14","11","Venn Diagram"
"46860","0.32","50","16","11","Venn Diagram"
"46863","0.19607843137254902","51","10","11","Venn Diagram"
"46866","0.2962962962962963","54","16","11","Venn Diagram"
"46869","0.24444444444444444","45","11","11","Venn Diagram"
"46872","0.38461538461538464","39","15","11","Venn Diagram"
"46875","0.2553191489361702","47","12","11","Venn Diagram"
"46878","0.38461538461538464","52","20","11","Venn Diagram"
"46881","0.3333333333333333","45","15","11","Venn Diagram"
"46884","0.058823529411764705","17","1","11","Venn Diagram"
"46887","0.4444444444444444","18","8","11","Venn Diagram"
"46890","0.45454545454545453","22","10","11","Venn Diagram"
"46893","0.3","10","3","11","Venn Diagram"
"46896","0.6153846153846154","13","8","11","Venn Diagram"
"46899","0.4166666666666667","12","5","11","Venn Diagram"
"46902","0.3","20","6","11","Venn Diagram"
"46905","0.3333333333333333","21","7","11","Venn Diagram"
"46908","0.6","15","9","11","Venn Diagram"
"46911","0.4666666666666667","15","7","11","Venn Diagram"
"46914","0.1875","16","3","11","Venn Diagram"
"46917","0.43478260869565216","23","10","11","Venn Diagram"
"46920","0.375","24","9","11","Venn Diagram"
"46923","0.2777777777777778","18","5","11","Venn Diagram"
"46926","0.7142857142857143","14","10","11","Venn Diagram"
"46929","0.42105263157894735","19","8","11","Venn Diagram"
"46932","0.125","16","2","11","Venn Diagram"
"46935","0.09523809523809523","21","2","11","Venn Diagram"
"46938","0.23529411764705882","17","4","11","Venn Diagram"
"46941","0.25","16","4","11","Venn Diagram"
"46944","0.6190476190476191","21","13","11","Venn Diagram"
"46947","0.5384615384615384","13","7","11","Venn Diagram"
"46950","0.2","10","2","11","Venn Diagram"
"46953","0.36363636363636365","11","4","11","Venn Diagram"
"46956","0.05263157894736842","19","1","11","Venn Diagram"
"46959","0.2857142857142857","14","4","11","Venn Diagram"
"46962","0.34782608695652173","23","8","11","Venn Diagram"
"46965","0.09090909090909091","11","1","11","Venn Diagram"
"46968","0.5","20","10","11","Venn Diagram"
"46971","0.13333333333333333","15","2","11","Venn Diagram"
"47039","0.5","4","2","2","Circle Graph"
"47040","0.25","12","3","2","Circle Graph"
"47041","0.13333333333333333","15","2","2","Circle Graph"
"47042","0.09090909090909091","11","1","2","Circle Graph"
"47043","0.5","10","5","2","Circle Graph"
"47044","0.3076923076923077","13","4","2","Circle Graph"
"47045","0.5","12","6","2","Circle Graph"
"47046","0.5714285714285714","14","8","2","Circle Graph"
"47047","0.25","16","4","2","Circle Graph"
"47048","0.1","10","1","2","Circle Graph"
"47049","0.6923076923076923","13","9","2","Circle Graph"
"47050","0.25","12","3","2","Circle Graph"
"47051","0.23809523809523808","21","5","2","Circle Graph"
"47052","0.05555555555555555","18","1","2","Circle Graph"
"47053","0.5333333333333333","15","8","2","Circle Graph"
"47054","0.4444444444444444","9","4","2","Circle Graph"
"47055","0","12","0","2","Circle Graph"
"47056","0.4375","16","7","2","Circle Graph"
"47057","0.3333333333333333","18","6","2","Circle Graph"
"47058","0.3888888888888889","18","7","2","Circle Graph"
"47059","0.2857142857142857","14","4","2","Circle Graph"
"47060","0.25","16","4","2","Circle Graph"
"47061","0.3","10","3","2","Circle Graph"
"47062","0.3","10","3","2","Circle Graph"
"47063","0.5714285714285714","14","8","2","Circle Graph"
"47064","0.35294117647058826","17","6","2","Circle Graph"
"47065","0.3333333333333333","12","4","2","Circle Graph"
"47066","0.5","16","8","2","Circle Graph"
"47067","0.25","8","2","2","Circle Graph"
"47068","0.3333333333333333","18","6","2","Circle Graph"
"47069","0.3333333333333333","12","4","2","Circle Graph"
"47072","0.3333333333333333","12","4","2","Circle Graph"
"47075","0.45454545454545453","11","5","2","Circle Graph"
"47078","0.5454545454545454","11","6","2","Circle Graph"
"47081","0.5769230769230769","26","15","2","Circle Graph"
"47084","0.45454545454545453","11","5","2","Circle Graph"
"47087","0.375","16","6","2","Circle Graph"
"47090","0.5","12","6","2","Circle Graph"
"47093","0.0625","16","1","2","Circle Graph"
"47096","0.375","8","3","2","Circle Graph"
"47099","0.35714285714285715","14","5","2","Circle Graph"
"47102","0.6666666666666666","9","6","2","Circle Graph"
"47105","0.3333333333333333","15","5","2","Circle Graph"
"47108","0.1111111111111111","9","1","2","Circle Graph"
"47111","0.6","20","12","2","Circle Graph"
"47114","0.5714285714285714","14","8","2","Circle Graph"
"47117","0.5","16","8","2","Circle Graph"
"47120","0.1","10","1","2","Circle Graph"
"47123","0.47058823529411764","17","8","2","Circle Graph"
"47126","0.3333333333333333","12","4","2","Circle Graph"
"47129","0.6666666666666666","15","10","2","Circle Graph"
"47132","0.2","15","3","2","Circle Graph"
"47135","0.45454545454545453","11","5","2","Circle Graph"
"47138","0.46153846153846156","13","6","2","Circle Graph"
"47141","0.8","20","16","2","Circle Graph"
"47144","0.5","10","5","2","Circle Graph"
"47147","0.5882352941176471","17","10","2","Circle Graph"
"47150","0.5555555555555556","18","10","2","Circle Graph"
"47153","0.15384615384615385","13","2","2","Circle Graph"
"47156","0.2777777777777778","18","5","2","Circle Graph"
"47784","0.5","2","1","10","Table"
"47788","0.75","4","3","10","Table"
"47792","0.5","4","2","10","Table"
"47796","0.5","4","2","10","Table"
"47800","0.6666666666666666","3","2","10","Table"
"47804","0.7142857142857143","7","5","10","Table"
"47812","0.6","5","3","10","Table"
"47816","0","1","0","10","Table"
"47820","1","2","2","10","Table"
"47824","1","2","2","10","Table"
"47828","0.5","4","2","10","Table"
"47832","0.5","4","2","10","Table"
"47836","0.6666666666666666","3","2","10","Table"
"47840","0","1","0","10","Table"
"47844","0.3333333333333333","3","1","10","Table"
"47848","0.2","5","1","10","Table"
"47856","0.6","5","3","10","Table"
"47860","0.42857142857142855","7","3","10","Table"
"47864","0.5","4","2","10","Table"
"47868","0","2","0","10","Table"
"47872","0","1","0","10","Table"
"47876","0.5","4","2","10","Table"
"47880","0.4","5","2","10","Table"
"47884","0","1","0","10","Table"
"47888","0.6","5","3","10","Table"
"47892","0.25","4","1","10","Table"
"47896","0.5","4","2","10","Table"
"47900","0","3","0","10","Table"
"48054","0.3125","16","5","10","Table"
"48058","0.3333333333333333","21","7","10","Table"
"48062","0.125","24","3","10","Table"
"48066","0.2","15","3","10","Table"
"48070","0.21739130434782608","23","5","10","Table"
"48074","0.35294117647058826","17","6","10","Table"
"48082","0.35","20","7","10","Table"
"48086","0.18518518518518517","27","5","10","Table"
"48090","0.0625","32","2","10","Table"
"48094","0.1","20","2","10","Table"
"48098","0.16","25","4","10","Table"
"48102","0","14","0","10","Table"
"48106","0.09090909090909091","22","2","10","Table"
"48110","0.25806451612903225","31","8","10","Table"
"48114","0.2","15","3","10","Table"
"48118","0.10526315789473684","19","2","10","Table"
"48122","0.10526315789473684","19","2","10","Table"
"48126","0.14285714285714285","21","3","10","Table"
"48130","0.21739130434782608","23","5","10","Table"
"48134","0.1875","16","3","10","Table"
"48138","0.1875","16","3","10","Table"
"48142","0.09090909090909091","22","2","10","Table"
"48146","0","17","0","10","Table"
"48150","0.19047619047619047","21","4","10","Table"
"48154","0.2","25","5","10","Table"
"48158","0.10526315789473684","19","2","10","Table"
"48162","0.14814814814814814","27","4","10","Table"
"48166","0.10526315789473684","19","2","10","Table"
"48170","0.2","20","4","10","Table"
"48446","0.5714285714285714","7","4","74","Subtraction Whole Numbers"
"48447","0.25","4","1","74","Subtraction Whole Numbers"
"48448","1","4","4","74","Subtraction Whole Numbers"
"48449","1","2","2","74","Subtraction Whole Numbers"
"48450","1","2","2","74","Subtraction Whole Numbers"
"48451","0","2","0","74","Subtraction Whole Numbers"
"48452","0.3333333333333333","6","2","74","Subtraction Whole Numbers"
"48453","1","2","2","74","Subtraction Whole Numbers"
"48454","1","2","2","74","Subtraction Whole Numbers"
"48455","1","4","4","74","Subtraction Whole Numbers"
"48456","0.5","4","2","74","Subtraction Whole Numbers"
"48457","0.5","4","2","74","Subtraction Whole Numbers"
"48458","0.25","4","1","74","Subtraction Whole Numbers"
"48459","1","1","1","74","Subtraction Whole Numbers"
"48460","1","1","1","74","Subtraction Whole Numbers"
"48461","0.3333333333333333","3","1","74","Subtraction Whole Numbers"
"48462","1","1","1","74","Subtraction Whole Numbers"
"48463","1","1","1","74","Subtraction Whole Numbers"
"48464","0.2","5","1","74","Subtraction Whole Numbers"
"48465","1","1","1","74","Subtraction Whole Numbers"
"48466","1","1","1","74","Subtraction Whole Numbers"
"48467","0.3333333333333333","3","1","74","Subtraction Whole Numbers"
"48470","0.5","4","2","74","Subtraction Whole Numbers"
"48471","1","2","2","74","Subtraction Whole Numbers"
"48472","1","2","2","74","Subtraction Whole Numbers"
"48473","0.3333333333333333","9","3","74","Subtraction Whole Numbers"
"48474","0.6666666666666666","3","2","74","Subtraction Whole Numbers"
"48475","0.6666666666666666","3","2","74","Subtraction Whole Numbers"
"48476","0.3333333333333333","6","2","74","Subtraction Whole Numbers"
"48477","0","2","0","74","Subtraction Whole Numbers"
"48478","1","2","2","74","Subtraction Whole Numbers"
"48479","0","2","0","74","Subtraction Whole Numbers"
"48482","0.23076923076923078","13","3","74","Subtraction Whole Numbers"
"48483","0.6666666666666666","3","2","74","Subtraction Whole Numbers"
"48484","0.6666666666666666","3","2","74","Subtraction Whole Numbers"
"48485","0.6666666666666666","9","6","74","Subtraction Whole Numbers"
"48486","0.3333333333333333","6","2","74","Subtraction Whole Numbers"
"48487","0.6666666666666666","6","4","74","Subtraction Whole Numbers"
"48488","0","8","0","74","Subtraction Whole Numbers"
"48491","0.375","8","3","74","Subtraction Whole Numbers"
"48492","0.6666666666666666","3","2","74","Subtraction Whole Numbers"
"48493","0.3333333333333333","3","1","74","Subtraction Whole Numbers"
"48494","0.8333333333333334","6","5","74","Subtraction Whole Numbers"
"48495","0.6","5","3","74","Subtraction Whole Numbers"
"48496","0.2","5","1","74","Subtraction Whole Numbers"
"48497","0.3333333333333333","6","2","74","Subtraction Whole Numbers"
"48498","0","2","0","74","Subtraction Whole Numbers"
"48499","0","2","0","74","Subtraction Whole Numbers"
"48500","0.2857142857142857","7","2","74","Subtraction Whole Numbers"
"48501","0","2","0","74","Subtraction Whole Numbers"
"48502","0","2","0","74","Subtraction Whole Numbers"
"48503","0.4","5","2","74","Subtraction Whole Numbers"
"48504","0","2","0","74","Subtraction Whole Numbers"
"48505","1","2","2","74","Subtraction Whole Numbers"
"48506","0.3333333333333333","9","3","74","Subtraction Whole Numbers"
"48507","0.3333333333333333","3","1","74","Subtraction Whole Numbers"
"48508","1","3","3","74","Subtraction Whole Numbers"
"48509","0.42857142857142855","7","3","74","Subtraction Whole Numbers"
"48510","0.3333333333333333","3","1","74","Subtraction Whole Numbers"
"48511","0","3","0","74","Subtraction Whole Numbers"
"48512","0","4","0","74","Subtraction Whole Numbers"
"48515","0.25","8","2","74","Subtraction Whole Numbers"
"48516","0.5","2","1","74","Subtraction Whole Numbers"
"48517","1","2","2","74","Subtraction Whole Numbers"
"48518","0.5","4","2","74","Subtraction Whole Numbers"
"48519","1","2","2","74","Subtraction Whole Numbers"
"48520","0","2","0","74","Subtraction Whole Numbers"
"48521","0.6","5","3","74","Subtraction Whole Numbers"
"48522","1","3","3","74","Subtraction Whole Numbers"
"48523","0","3","0","74","Subtraction Whole Numbers"
"48524","0","3","0","74","Subtraction Whole Numbers"
"48527","0.2222222222222222","9","2","74","Subtraction Whole Numbers"
"48528","1","2","2","74","Subtraction Whole Numbers"
"48529","1","2","2","74","Subtraction Whole Numbers"
"48530","0.2","5","1","74","Subtraction Whole Numbers"
"48531","0","1","0","74","Subtraction Whole Numbers"
"48532","0","1","0","74","Subtraction Whole Numbers"
"48533","1","2","2","10","Table"
"48534","0.3","10","3","10","Table"
"48535","0","6","0","10","Table"
"48536","0.3333333333333333","6","2","10","Table"
"48537","0.2857142857142857","7","2","10","Table"
"48538","0.25","4","1","10","Table"
"48539","0","4","0","10","Table"
"48540","1","2","2","10","Table"
"48541","0","6","0","10","Table"
"48542","1","1","1","10","Table"
"48543","0.2","5","1","10","Table"
"48544","0.5","2","1","10","Table"
"48545","0.14285714285714285","7","1","10","Table"
"48546","0.8","5","4","10","Table"
"48547","0.3333333333333333","3","1","10","Table"
"48548","0","1","0","10","Table"
"48549","0.5","8","4","10","Table"
"48550","0.6666666666666666","6","4","10","Table"
"48551","1","1","1","10","Table"
"48552","0.4","5","2","10","Table"
"48553","0","2","0","10","Table"
"48554","0.5","2","1","10","Table"
"48555","0.75","8","6","10","Table"
"48556","0","6","0","10","Table"
"48557","0.3","10","3","10","Table"
"48558","0","4","0","10","Table"
"48559","0.16666666666666666","6","1","10","Table"
"48560","0.7142857142857143","7","5","10","Table"
"48561","0","6","0","10","Table"
"48562","0","10","0","10","Table"
"48563","0.6666666666666666","3","2","10","Table"
"48564","0.3333333333333333","6","2","10","Table"
"48565","0.6666666666666666","6","4","10","Table"
"48566","0.3333333333333333","3","1","10","Table"
"48567","0","3","0","10","Table"
"48569","0.2222222222222222","9","2","10","Table"
"48570","0","4","0","10","Table"
"48571","0.4","5","2","10","Table"
"48572","1","6","6","10","Table"
"48573","0.4","5","2","10","Table"
"48574","0.6666666666666666","6","4","10","Table"
"48575","1","1","1","10","Table"
"48576","0.3333333333333333","6","2","10","Table"
"48577","0.16666666666666666","6","1","10","Table"
"48578","0.2857142857142857","7","2","10","Table"
"48579","0.8","5","4","10","Table"
"48580","0.5","4","2","10","Table"
"48581","0","2","0","10","Table"
"48582","0","4","0","10","Table"
"48583","0.3","10","3","10","Table"
"48584","0.3333333333333333","3","1","10","Table"
"48585","1","2","2","10","Table"
"48586","0.5","4","2","10","Table"
"48587","1","4","4","10","Table"
"48588","0","4","0","10","Table"
"48590","0.4444444444444444","9","4","10","Table"
"48591","0","3","0","10","Table"
"48593","0","2","0","10","Table"
"48594","0.4","5","2","10","Table"
"48595","0.25","4","1","10","Table"
"48596","0.4","10","4","10","Table"
"48597","0.09090909090909091","11","1","10","Table"
"48598","0.3333333333333333","3","1","10","Table"
"48599","0.25","8","2","10","Table"
"48600","0.6","10","6","10","Table"
"48601","0","1","0","10","Table"
"48602","0","5","0","10","Table"
"48603","0","2","0","10","Table"
"48604","1","2","2","10","Table"
"48605","0.25","4","1","10","Table"
"48606","0","2","0","10","Table"
"48607","0.3333333333333333","3","1","10","Table"
"48608","0.5","2","1","10","Table"
"48609","0.5555555555555556","9","5","10","Table"
"48610","1","4","4","10","Table"
"48611","0.6666666666666666","6","4","10","Table"
"48612","0.5","4","2","10","Table"
"48613","0.25","8","2","10","Table"
"48614","0.6666666666666666","6","4","10","Table"
"48615","1","1","1","10","Table"
"48616","0.5","4","2","10","Table"
"48617","1","1","1","10","Table"
"48618","0","4","0","10","Table"
"48619","0","4","0","10","Table"
"48620","1","3","3","10","Table"
"48621","0.6666666666666666","6","4","10","Table"
"48622","0.7777777777777778","9","7","10","Table"
"48623","0.42857142857142855","7","3","10","Table"
"48624","0.5","6","3","10","Table"
"48625","0.3333333333333333","6","2","10","Table"
"48626","1","1","1","10","Table"
"48627","0","2","0","10","Table"
"48628","0.2","5","1","10","Table"
"48629","0.2","5","1","10","Table"
"48630","0.8","5","4","10","Table"
"48631","1","3","3","10","Table"
"48632","0.5","4","2","10","Table"
"48633","0.7142857142857143","7","5","10","Table"
"48634","0.8","10","8","10","Table"
"48635","0","4","0","10","Table"
"48636","0","2","0","10","Table"
"48638","0","1","0","10","Table"
"48639","0.5714285714285714","7","4","10","Table"
"48640","0.25","4","1","10","Table"
"48641","0","7","0","10","Table"
"48642","0","2","0","10","Table"
"48643","0.3333333333333333","3","1","10","Table"
"48644","0","1","0","10","Table"
"48645","0.4","5","2","10","Table"
"48646","0.75","4","3","10","Table"
"48647","0.6666666666666666","6","4","10","Table"
"48648","0.2857142857142857","7","2","10","Table"
"48649","0","1","0","10","Table"
"48650","0.25","4","1","10","Table"
"48651","0","3","0","10","Table"
"48652","0.6666666666666666","3","2","10","Table"
"48654","1","3","3","10","Table"
"48655","0.25","4","1","10","Table"
"48656","0.2857142857142857","7","2","10","Table"
"48657","0","2","0","10","Table"
"48658","0","2","0","10","Table"
"48659","0.3333333333333333","6","2","10","Table"
"48660","0.3333333333333333","6","2","10","Table"
"48661","0.3333333333333333","3","1","10","Table"
"48662","0","3","0","10","Table"
"48663","0.375","8","3","10","Table"
"48664","0.6666666666666666","3","2","10","Table"
"48665","0","6","0","10","Table"
"48666","0.14285714285714285","7","1","10","Table"
"48667","1","1","1","10","Table"
"48668","0.75","4","3","10","Table"
"48669","0.5","6","3","10","Table"
"48670","0","2","0","10","Table"
"48671","0.3333333333333333","3","1","10","Table"
"48672","0.5","6","3","10","Table"
"48673","1","2","2","10","Table"
"48674","0.2","5","1","10","Table"
"48675","0","4","0","10","Table"
"48676","0","2","0","10","Table"
"48677","0","2","0","10","Table"
"48678","0.25","8","2","10","Table"
"48679","0.18181818181818182","11","2","10","Table"
"48680","0.3333333333333333","3","1","10","Table"
"48681","0.2857142857142857","7","2","10","Table"
"48682","0.6666666666666666","6","4","10","Table"
"48683","0.4","5","2","10","Table"
"48684","0.25","8","2","10","Table"
"48685","0.5","6","3","10","Table"
"48686","0","1","0","10","Table"
"48687","0.5","4","2","10","Table"
"48688","0","2","0","10","Table"
"48689","0","10","0","10","Table"
"48690","0.3333333333333333","6","2","10","Table"
"48691","0.25","4","1","10","Table"
"48692","0.4","5","2","10","Table"
"48693","1","4","4","10","Table"
"48694","0","2","0","10","Table"
"48695","0.4","5","2","10","Table"
"48696","0.3333333333333333","3","1","10","Table"
"48698","0.6666666666666666","6","4","10","Table"
"48699","0.8","5","4","10","Table"
"48700","0.6666666666666666","3","2","10","Table"
"48701","0.2","10","2","10","Table"
"48702","0.2857142857142857","7","2","10","Table"
"48703","1","2","2","10","Table"
"48704","0.3333333333333333","3","1","10","Table"
"48705","1","1","1","10","Table"
"48706","0","2","0","10","Table"
"48707","0.5","6","3","10","Table"
"48708","0.6666666666666666","9","6","10","Table"
"48709","0.3333333333333333","3","1","10","Table"
"48710","0","4","0","10","Table"
"48711","0.3333333333333333","6","2","10","Table"
"48712","0.125","8","1","10","Table"
"48805","0.058823529411764705","17","1","8","Scatter Plot"
"48806","0","16","0","8","Scatter Plot"
"48807","0.058823529411764705","17","1","8","Scatter Plot"
"48808","0","10","0","8","Scatter Plot"
"48809","0.07407407407407407","27","2","8","Scatter Plot"
"48810","0.1","10","1","8","Scatter Plot"
"48811","0.2","20","4","8","Scatter Plot"
"48812","0.11764705882352941","17","2","8","Scatter Plot"
"48813","0.09523809523809523","21","2","8","Scatter Plot"
"48814","0.11764705882352941","17","2","8","Scatter Plot"
"48815","0","17","0","8","Scatter Plot"
"48816","0.047619047619047616","21","1","8","Scatter Plot"
"48817","0.05263157894736842","19","1","8","Scatter Plot"
"48818","0.1111111111111111","18","2","8","Scatter Plot"
"48819","0.038461538461538464","26","1","8","Scatter Plot"
"48820","0","19","0","8","Scatter Plot"
"48821","0.14285714285714285","14","2","8","Scatter Plot"
"48822","0","21","0","8","Scatter Plot"
"48823","0.125","16","2","8","Scatter Plot"
"48824","0","10","0","8","Scatter Plot"
"48825","0.16666666666666666","12","2","8","Scatter Plot"
"48826","0.17647058823529413","17","3","8","Scatter Plot"
"48827","0.10344827586206896","29","3","8","Scatter Plot"
"48828","0.058823529411764705","17","1","8","Scatter Plot"
"48829","0.041666666666666664","24","1","8","Scatter Plot"
"48830","0.23529411764705882","17","4","8","Scatter Plot"
"48831","0.16","25","4","8","Scatter Plot"
"48832","0","14","0","8","Scatter Plot"
"48833","0.05555555555555555","18","1","8","Scatter Plot"
"48834","0","23","0","8","Scatter Plot"
"48865","0.45454545454545453","22","10","10","Table"
"48869","0.5","28","14","10","Table"
"48873","0.3333333333333333","27","9","10","Table"
"48877","0.25806451612903225","31","8","10","Table"
"48881","0.4","30","12","10","Table"
"48885","0.4166666666666667","24","10","10","Table"
"48889","0.38095238095238093","21","8","10","Table"
"48893","0.25","28","7","10","Table"
"48897","0.32142857142857145","28","9","10","Table"
"48901","0.2777777777777778","18","5","10","Table"
"49000","0.22727272727272727","22","5","10","Table"
"49004","0.3","30","9","10","Table"
"49008","0.3333333333333333","27","9","10","Table"
"49012","0.43333333333333335","30","13","10","Table"
"49016","0.3333333333333333","27","9","10","Table"
"49020","0.3611111111111111","36","13","10","Table"
"49024","0.3181818181818182","22","7","10","Table"
"49028","0.4","25","10","10","Table"
"49032","0.36363636363636365","22","8","10","Table"
"49036","0.2916666666666667","24","7","10","Table"
"49040","0.375","24","9","10","Table"
"49044","0.2962962962962963","27","8","10","Table"
"49048","0.09523809523809523","21","2","10","Table"
"49052","0.2","20","4","10","Table"
"49056","0.2962962962962963","27","8","10","Table"
"49060","0.2647058823529412","34","9","10","Table"
"49064","0.38095238095238093","21","8","10","Table"
"49068","0.125","32","4","10","Table"
"49072","0.12","25","3","10","Table"
"49076","0.14285714285714285","14","2","10","Table"
"49080","0","3","0","10","Table"
"49083","1","2","2","10","Table"
"49086","0","1","0","10","Table"
"49092","0","1","0","10","Table"
"49104","0","1","0","10","Table"
"49107","0","1","0","10","Table"
"49110","0","1","0","10","Table"
"49113","0","1","0","10","Table"
"49119","1","1","1","10","Table"
"49122","0","2","0","10","Table"
"49125","0","1","0","10","Table"
"49128","0.5","2","1","10","Table"
"49131","0","3","0","10","Table"
"49137","0","1","0","10","Table"
"49140","0","2","0","10","Table"
"49146","0.5","2","1","10","Table"
"49149","0","1","0","10","Table"
"49152","0","2","0","10","Table"
"49155","0.5","2","1","10","Table"
"49158","0.5","2","1","10","Table"
"49161","0.5","2","1","10","Table"
"49164","0.5","2","1","10","Table"
"49170","0","1","0","10","Table"
"49173","0","3","0","10","Table"
"49179","0","1","0","10","Table"
"49182","0","1","0","10","Table"
"49185","0","2","0","10","Table"
"49188","0.6666666666666666","3","2","10","Table"
"49191","1","1","1","10","Table"
"49197","0","1","0","10","Table"
"49200","0","3","0","10","Table"
"49203","0","1","0","10","Table"
"49206","1","1","1","10","Table"
"49209","0","2","0","10","Table"
"49212","0","1","0","10","Table"
"49218","0","1","0","10","Table"
"49224","0","1","0","10","Table"
"49227","1","1","1","10","Table"
"49233","0","1","0","10","Table"
"49236","0.3333333333333333","3","1","10","Table"
"49239","0","2","0","10","Table"
"49242","0","2","0","10","Table"
"49245","0","2","0","10","Table"
"49248","0","1","0","10","Table"
"49254","0","1","0","10","Table"
"49257","0","2","0","10","Table"
"49261","0.125","56","7","58","Addition Whole Numbers"
"49262","0.2545454545454545","55","14","58","Addition Whole Numbers"
"49263","0.05263157894736842","57","3","58","Addition Whole Numbers"
"49264","0.08163265306122448","49","4","58","Addition Whole Numbers"
"49265","0.15","60","9","58","Addition Whole Numbers"
"49266","0.14893617021276595","47","7","58","Addition Whole Numbers"
"49267","0.10526315789473684","57","6","58","Addition Whole Numbers"
"49268","0.18461538461538463","65","12","58","Addition Whole Numbers"
"49269","0.17647058823529413","51","9","58","Addition Whole Numbers"
"49270","0.12307692307692308","65","8","58","Addition Whole Numbers"
"49271","0.1","60","6","58","Addition Whole Numbers"
"49272","0.20967741935483872","62","13","58","Addition Whole Numbers"
"49273","0.21153846153846154","52","11","58","Addition Whole Numbers"
"49274","0.15625","64","10","58","Addition Whole Numbers"
"49275","0.18571428571428572","70","13","58","Addition Whole Numbers"
"49276","0.2153846153846154","65","14","58","Addition Whole Numbers"
"49277","0.20634920634920634","63","13","58","Addition Whole Numbers"
"49278","0.09433962264150944","53","5","58","Addition Whole Numbers"
"49279","0.2978723404255319","47","14","58","Addition Whole Numbers"
